0003|add [rbx],al
48132c2500000000|adc rbp,[0x0]
48132e|adc rbp,[rsi]
48132f|adc rbp,[rdi]
481333|adc rsi,[rbx]
48133424|adc rsi,[rsp]
4813342500000000|adc rsi,[0x0]
481336|adc rsi,[rsi]
481337|adc rsi,[rdi]
48133b|adc rdi,[rbx]
48133c24|adc rdi,[rsp]
48133c2500000000|adc rdi,[0x0]
48133e|adc rdi,[rsi]
48133f|adc rdi,[rdi]
48134500|adc rax,[rbp]
48134d00|adc rcx,[rbp]
48135d00|adc rbx,[rbp]
48136500|adc rsp,[rbp]
48136d00|adc rbp,[rbp]
48137500|adc rsi,[rbp]
48137d00|adc rdi,[rbp]
481903|sbb [rbx],rax
48190424|sbb [rsp],rax
4819042500000000|sbb [0x0],rax
481906|sbb [rsi],rax
481907|sbb [rdi],rax
48190b|sbb [rbx],rcx
48190c24|sbb [rsp],rcx
48190c2500000000|sbb [0x0],rcx
48190e|sbb [rsi],rcx
48190f|sbb [rdi],rcx
48191b|sbb [rbx],rbx
48191c24|sbb [rsp],rbx
48191c2500000000|sbb [0x0],rbx
48191e|sbb [rsi],rbx
48191f|sbb [rdi],rbx
481923|sbb [rbx],rsp
48192424|sbb [rsp],rsp
4819242500000000|sbb [0x0],rsp
481926|sbb [rsi],rsp
481927|sbb [rdi],rsp
48192b|sbb [rbx],rbp
48192c24|sbb [rsp],rbp
48192c2500000000|sbb [0x0],rbp
48192e|sbb [rsi],rbp
48192f|sbb [rdi],rbp
481933|sbb [rbx],rsi
48193424|sbb [rsp],rsi
4819342500000000|sbb [0x0],rsi
481936|sbb [rsi],rsi
481937|sbb [rdi],rsi
48193b|sbb [rbx],rdi
48193c24|sbb [rsp],rdi
48193c2500000000|sbb [0x0],rdi
48193e|sbb [rsi],rdi
48193f|sbb [rdi],rdi
48194500|sbb [rbp],rax
48194d00|sbb [rbp],rcx
48195d00|sbb [rbp],rbx
48196500|sbb [rbp],rsp
48196d00|sbb [rbp],rbp
48197500|sbb [rbp],rsi
48197d00|sbb [rbp],rdi
4819c0|sbb rax,rax
4819c1|sbb rcx,rax
4819c3|sbb rbx,rax
4819c4|sbb rsp,rax
4819c5|sbb rbp,rax
4819c6|sbb rsi,rax
4819c7|sbb rdi,rax
4819c8|sbb rax,rcx
4819c9|sbb rcx,rcx
4819cb|sbb rbx,rcx
4819cc|sbb rsp,rcx
4819cd|sbb rbp,rcx
4819ce|sbb rsi,rcx
4819cf|sbb rdi,rcx
4819d8|sbb rax,rbx
4819d9|sbb rcx,rbx
4819db|sbb rbx,rbx
4819dc|sbb rsp,rbx
4819dd|sbb rbp,rbx
4819de|sbb rsi,rbx
4819df|sbb rdi,rbx
4819e0|sbb rax,rsp
4819e1|sbb rcx,rsp
4819e3|sbb rbx,rsp
4819e4|sbb rsp,rsp
4819e5|sbb rbp,rsp
4819e6|sbb rsi,rsp
4819e7|sbb rdi,rsp
4819e8|sbb rax,rbp
4819e9|sbb rcx,rbp
4819eb|sbb rbx,rbp
4819ec|sbb rsp,rbp
4819ed|sbb rbp,rbp
4819ee|sbb rsi,rbp
4819ef|sbb rdi,rbp
4819f0|sbb rax,rsi
4819f1|sbb rcx,rsi
4819f3|sbb rbx,rsi
4819f4|sbb rsp,rsi
4819f5|sbb rbp,rsi
4819f6|sbb rsi,rsi
4819f7|sbb rdi,rsi
4819f8|sbb rax,rdi
4819f9|sbb rcx,rdi
4819fb|sbb rbx,rdi
4819fc|sbb rsp,rdi
4819fd|sbb rbp,rdi
4819fe|sbb rsi,rdi
4819ff|sbb rdi,rdi
481b03|sbb rax,[rbx]
481b0424|sbb rax,[rsp]
481b042500000000|sbb rax,[0x0]
481b06|sbb rax,[rsi]
481b07|sbb rax,[rdi]
481b0b|sbb rcx,[rbx]
481b0c24|sbb rcx,[rsp]
481b0c2500000000|sbb rcx,[0x0]
481b0e|sbb rcx,[rsi]
481b0f|sbb rcx,[rdi]
481b1b|sbb rbx,[rbx]
481b1c24|sbb rbx,[rsp]
481b1c2500000000|sbb rbx,[0x0]
481b1e|sbb rbx,[rsi]
481b1f|sbb rbx,[rdi]
481b23|sbb rsp,[rbx]
481b2424|sbb rsp,[rsp]
481b242500000000|sbb rsp,[0x0]
481b26|sbb rsp,[rsi]
481b27|sbb rsp,[rdi]
481b2b|sbb rbp,[rbx]
481b2c24|sbb rbp,[rsp]
481b2c2500000000|sbb rbp,[0x0]
481b2e|sbb rbp,[rsi]
481b2f|sbb rbp,[rdi]
481b33|sbb rsi,[rbx]
481b3424|sbb rsi,[rsp]
481b342500000000|sbb rsi,[0x0]
481b36|sbb rsi,[rsi]
481b37|sbb rsi,[rdi]
481b3b|sbb rdi,[rbx]
481b3c24|sbb rdi,[rsp]
481b3c2500000000|sbb rdi,[0x0]
481b3e|sbb rdi,[rsi]
481b3f|sbb rdi,[rdi]
481b4500|sbb rax,[rbp]
481b4d00|sbb rcx,[rbp]
481b5d00|sbb rbx,[rbp]
481b6500|sbb rsp,[rbp]
481b6d00|sbb rbp,[rbp]
481b7500|sbb rsi,[rbp]
481b7d00|sbb rdi,[rbp]
482103|and [rbx],rax
48210424|and [rsp],rax
4821042500000000|and [0x0],rax
482106|and [rsi],rax
482107|and [rdi],rax
48210b|and [rbx],rcx
48210c24|and [rsp],rcx
48210c2500000000|and [0x0],rcx
48210e|and [rsi],rcx
48210f|and [rdi],rcx
48211b|and [rbx],rbx
48211c24|and [rsp],rbx
48211c2500000000|and [0x0],rbx
48211e|and [rsi],rbx
48211f|and [rdi],rbx
482123|and [rbx],rsp
48212424|and [rsp],rsp
4821242500000000|and [0x0],rsp
482126|and [rsi],rsp
482127|and [rdi],rsp
48212b|and [rbx],rbp
48212c24|and [rsp],rbp
48212c2500000000|and [0x0],rbp
48212e|and [rsi],rbp
48212f|and [rdi],rbp
482133|and [rbx],rsi
48213424|and [rsp],rsi
4821342500000000|and [0x0],rsi
482136|and [rsi],rsi
482137|and [rdi],rsi
48213b|and [rbx],rdi
48213c24|and [rsp],rdi
48213c2500000000|and [0x0],rdi
48213e|and [rsi],rdi
48213f|and [rdi],rdi
48214500|and [rbp],rax
48214d00|and [rbp],rcx
48215d00|and [rbp],rbx
48216500|and [rbp],rsp
48216d00|and [rbp],rbp
48217500|and [rbp],rsi
48217d00|and [rbp],rdi
4821c0|and rax,rax
4821c1|and rcx,rax
4821c3|and rbx,rax
4821c4|and rsp,rax
4821c5|and rbp,rax
4821c6|and rsi,rax
4821c7|and rdi,rax
4821c8|and rax,rcx
4821c9|and rcx,rcx
4821cb|and rbx,rcx
4821cc|and rsp,rcx
4821cd|and rbp,rcx
4821ce|and rsi,rcx
4821cf|and rdi,rcx
4821d8|and rax,rbx
4821d9|and rcx,rbx
4821db|and rbx,rbx
4821dc|and rsp,rbx
4821dd|and rbp,rbx
4821de|and rsi,rbx
4821df|and rdi,rbx
4821e0|and rax,rsp
4821e1|and rcx,rsp
4821e3|and rbx,rsp
4821e4|and rsp,rsp
4821e5|and rbp,rsp
4821e6|and rsi,rsp
4821e7|and rdi,rsp
4821e8|and rax,rbp
4821e9|and rcx,rbp
4821eb|and rbx,rbp
4821ec|and rsp,rbp
4821ed|and rbp,rbp
4821ee|and rsi,rbp
4821ef|and rdi,rbp
4821f0|and rax,rsi
4821f1|and rcx,rsi
4821f3|and rbx,rsi
4821f4|and rsp,rsi
4821f5|and rbp,rsi
4821f6|and rsi,rsi
4821f7|and rdi,rsi
4821f8|and rax,rdi
4821f9|and rcx,rdi
4821fb|and rbx,rdi
4821fc|and rsp,rdi
4821fd|and rbp,rdi
4821fe|and rsi,rdi
4821ff|and rdi,rdi
482303|and rax,[rbx]
48230424|and rax,[rsp]
4823042500000000|and rax,[0x0]
482306|and rax,[rsi]
482307|and rax,[rdi]
48230b|and rcx,[rbx]
48230c24|and rcx,[rsp]
48230c2500000000|and rcx,[0x0]
48230e|and rcx,[rsi]
48230f|and rcx,[rdi]
48231b|and rbx,[rbx]
48231c24|and rbx,[rsp]
48231c2500000000|and rbx,[0x0]
48231e|and rbx,[rsi]
48231f|and rbx,[rdi]
482323|and rsp,[rbx]
48232424|and rsp,[rsp]
4823242500000000|and rsp,[0x0]
482326|and rsp,[rsi]
482327|and rsp,[rdi]
48232b|and rbp,[rbx]
48232c24|and rbp,[rsp]
48232c2500000000|and rbp,[0x0]
48232e|and rbp,[rsi]
48232f|and rbp,[rdi]
482333|and rsi,[rbx]
48233424|and rsi,[rsp]
4823342500000000|and rsi,[0x0]
482336|and rsi,[rsi]
482337|and rsi,[rdi]
48233b|and rdi,[rbx]
48233c24|and rdi,[rsp]
48233c2500000000|and rdi,[0x0]
48233e|and rdi,[rsi]
48233f|and rdi,[rdi]
48234500|and rax,[rbp]
48234d00|and rcx,[rbp]
48235d00|and rbx,[rbp]
48236500|and rsp,[rbp]
48236d00|and rbp,[rbp]
48237500|and rsi,[rbp]
48237d00|and rdi,[rbp]
482903|sub [rbx],rax
482903|sub [rbx],rax
48290424|sub [rsp],rax
48290424|sub [rsp],rax
4829042500000000|sub [0x0],rax
4829042500000000|sub [0x0],rax
482906|sub [rsi],rax
482906|sub [rsi],rax
482907|sub [rdi],rax
482907|sub [rdi],rax
48290b|sub [rbx],rcx
48290b|sub [rbx],rcx
48290c24|sub [rsp],rcx
48290c24|sub [rsp],rcx
48290c2500000000|sub [0x0],rcx
48290c2500000000|sub [0x0],rcx
48290e|sub [rsi],rcx
48290e|sub [rsi],rcx
48290f|sub [rdi],rcx
48290f|sub [rdi],rcx
48291b|sub [rbx],rbx
48291b|sub [rbx],rbx
48291c24|sub [rsp],rbx
48291c24|sub [rsp],rbx
48291c2500000000|sub [0x0],rbx
48291c2500000000|sub [0x0],rbx
48291e|sub [rsi],rbx
48291e|sub [rsi],rbx
48291f|sub [rdi],rbx
48291f|sub [rdi],rbx
482923|sub [rbx],rsp
482923|sub [rbx],rsp
48292424|sub [rsp],rsp
48292424|sub [rsp],rsp
4829242500000000|sub [0x0],rsp
4829242500000000|sub [0x0],rsp
482926|sub [rsi],rsp
482926|sub [rsi],rsp
482927|sub [rdi],rsp
482927|sub [rdi],rsp
48292b|sub [rbx],rbp
48292b|sub [rbx],rbp
48292c24|sub [rsp],rbp
48292c24|sub [rsp],rbp
48292c2500000000|sub [0x0],rbp
48292c2500000000|sub [0x0],rbp
48292e|sub [rsi],rbp
48292e|sub [rsi],rbp
48292f|sub [rdi],rbp
48292f|sub [rdi],rbp
482933|sub [rbx],rsi
482933|sub [rbx],rsi
48293424|sub [rsp],rsi
48293424|sub [rsp],rsi
4829342500000000|sub [0x0],rsi
4829342500000000|sub [0x0],rsi
482936|sub [rsi],rsi
482936|sub [rsi],rsi
482937|sub [rdi],rsi
482937|sub [rdi],rsi
48293b|sub [rbx],rdi
48293b|sub [rbx],rdi
48293c24|sub [rsp],rdi
48293c24|sub [rsp],rdi
48293c2500000000|sub [0x0],rdi
48293c2500000000|sub [0x0],rdi
48293e|sub [rsi],rdi
48293e|sub [rsi],rdi
48293f|sub [rdi],rdi
48293f|sub [rdi],rdi
48294500|sub [rbp],rax
48294500|sub [rbp],rax
48294d00|sub [rbp],rcx
48294d00|sub [rbp],rcx
48295d00|sub [rbp],rbx
48295d00|sub [rbp],rbx
48296500|sub [rbp],rsp
48296500|sub [rbp],rsp
48296d00|sub [rbp],rbp
48296d00|sub [rbp],rbp
48297500|sub [rbp],rsi
48297500|sub [rbp],rsi
48297d00|sub [rbp],rdi
48297d00|sub [rbp],rdi
4829c0|sub rax,rax
4829c0|sub rax,rax
4829c1|sub rcx,rax
4829c1|sub rcx,rax
4829c3|sub rbx,rax
4829c3|sub rbx,rax
4829c4|sub rsp,rax
4829c4|sub rsp,rax
4829c5|sub rbp,rax
4829c5|sub rbp,rax
4829c6|sub rsi,rax
4829c6|sub rsi,rax
4829c7|sub rdi,rax
4829c7|sub rdi,rax
4829c8|sub rax,rcx
4829c8|sub rax,rcx
4829c9|sub rcx,rcx
4829c9|sub rcx,rcx
4829cb|sub rbx,rcx
4829cb|sub rbx,rcx
4829cc|sub rsp,rcx
4829cc|sub rsp,rcx
4829cd|sub rbp,rcx
4829cd|sub rbp,rcx
4829ce|sub rsi,rcx
4829ce|sub rsi,rcx
4829cf|sub rdi,rcx
4829cf|sub rdi,rcx
4829d8|sub rax,rbx
4829d8|sub rax,rbx
4829d9|sub rcx,rbx
4829d9|sub rcx,rbx
4829db|sub rbx,rbx
4829db|sub rbx,rbx
4829dc|sub rsp,rbx
4829dc|sub rsp,rbx
4829dd|sub rbp,rbx
4829dd|sub rbp,rbx
4829de|sub rsi,rbx
4829de|sub rsi,rbx
4829df|sub rdi,rbx
4829df|sub rdi,rbx
4829e0|sub rax,rsp
4829e0|sub rax,rsp
4829e1|sub rcx,rsp
4829e1|sub rcx,rsp
4829e3|sub rbx,rsp
4829e3|sub rbx,rsp
4829e4|sub rsp,rsp
4829e4|sub rsp,rsp
4829e5|sub rbp,rsp
4829e5|sub rbp,rsp
4829e6|sub rsi,rsp
4829e6|sub rsi,rsp
4829e7|sub rdi,rsp
4829e7|sub rdi,rsp
4829e8|sub rax,rbp
4829e8|sub rax,rbp
4829e9|sub rcx,rbp
4829e9|sub rcx,rbp
4829eb|sub rbx,rbp
4829eb|sub rbx,rbp
4829ec|sub rsp,rbp
4829ec|sub rsp,rbp
4829ed|sub rbp,rbp
4829ed|sub rbp,rbp
4829ee|sub rsi,rbp
4829ee|sub rsi,rbp
4829ef|sub rdi,rbp
4829ef|sub rdi,rbp
4829f0|sub rax,rsi
4829f0|sub rax,rsi
4829f1|sub rcx,rsi
4829f1|sub rcx,rsi
4829f3|sub rbx,rsi
4829f3|sub rbx,rsi
4829f4|sub rsp,rsi
4829f4|sub rsp,rsi
4829f5|sub rbp,rsi
4829f5|sub rbp,rsi
4829f6|sub rsi,rsi
4829f6|sub rsi,rsi
4829f7|sub rdi,rsi
4829f7|sub rdi,rsi
4829f8|sub rax,rdi
4829f8|sub rax,rdi
4829f9|sub rcx,rdi
4829f9|sub rcx,rdi
4829fb|sub rbx,rdi
4829fb|sub rbx,rdi
4829fc|sub rsp,rdi
4829fc|sub rsp,rdi
4829fd|sub rbp,rdi
4829fd|sub rbp,rdi
4829fe|sub rsi,rdi
4829fe|sub rsi,rdi
4829ff|sub rdi,rdi
4829ff|sub rdi,rdi
482b03|sub rax,[rbx]
482b03|sub rax,[rbx]
482b0424|sub rax,[rsp]
482b0424|sub rax,[rsp]
482b042500000000|sub rax,[0x0]
482b042500000000|sub rax,[0x0]
482b06|sub rax,[rsi]
482b06|sub rax,[rsi]
482b07|sub rax,[rdi]
482b07|sub rax,[rdi]
482b0b|sub rcx,[rbx]
482b0b|sub rcx,[rbx]
482b0c24|sub rcx,[rsp]
482b0c24|sub rcx,[rsp]
482b0c2500000000|sub rcx,[0x0]
482b0c2500000000|sub rcx,[0x0]
482b0e|sub rcx,[rsi]
482b0e|sub rcx,[rsi]
482b0f|sub rcx,[rdi]
482b0f|sub rcx,[rdi]
482b1b|sub rbx,[rbx]
482b1b|sub rbx,[rbx]
482b1c24|sub rbx,[rsp]
482b1c24|sub rbx,[rsp]
482b1c2500000000|sub rbx,[0x0]
482b1c2500000000|sub rbx,[0x0]
482b1e|sub rbx,[rsi]
482b1e|sub rbx,[rsi]
482b1f|sub rbx,[rdi]
482b1f|sub rbx,[rdi]
482b23|sub rsp,[rbx]
482b23|sub rsp,[rbx]
482b2424|sub rsp,[rsp]
482b2424|sub rsp,[rsp]
482b242500000000|sub rsp,[0x0]
482b242500000000|sub rsp,[0x0]
482b26|sub rsp,[rsi]
482b26|sub rsp,[rsi]
482b27|sub rsp,[rdi]
482b27|sub rsp,[rdi]
482b2b|sub rbp,[rbx]
482b2b|sub rbp,[rbx]
482b2c24|sub rbp,[rsp]
482b2c24|sub rbp,[rsp]
482b2c2500000000|sub rbp,[0x0]
482b2c2500000000|sub rbp,[0x0]
482b2e|sub rbp,[rsi]
482b2e|sub rbp,[rsi]
482b2f|sub rbp,[rdi]
482b2f|sub rbp,[rdi]
482b33|sub rsi,[rbx]
482b33|sub rsi,[rbx]
482b3424|sub rsi,[rsp]
482b3424|sub rsi,[rsp]
482b342500000000|sub rsi,[0x0]
482b342500000000|sub rsi,[0x0]
482b36|sub rsi,[rsi]
482b36|sub rsi,[rsi]
482b37|sub rsi,[rdi]
482b37|sub rsi,[rdi]
482b3b|sub rdi,[rbx]
482b3b|sub rdi,[rbx]
482b3c24|sub rdi,[rsp]
482b3c24|sub rdi,[rsp]
482b3c2500000000|sub rdi,[0x0]
482b3c2500000000|sub rdi,[0x0]
482b3e|sub rdi,[rsi]
482b3e|sub rdi,[rsi]
482b3f|sub rdi,[rdi]
482b3f|sub rdi,[rdi]
482b4500|sub rax,[rbp]
482b4500|sub rax,[rbp]
482b4d00|sub rcx,[rbp]
482b4d00|sub rcx,[rbp]
482b5d00|sub rbx,[rbp]
482b5d00|sub rbx,[rbp]
482b6500|sub rsp,[rbp]
482b6500|sub rsp,[rbp]
482b6d00|sub rbp,[rbp]
482b6d00|sub rbp,[rbp]
482b7500|sub rsi,[rbp]
482b7500|sub rsi,[rbp]
482b7d00|sub rdi,[rbp]
482b7d00|sub rdi,[rbp]
483103|xor [rbx],rax
483103|xor [rbx],rax
48310424|xor [rsp],rax
48310424|xor [rsp],rax
4831042500000000|xor [0x0],rax
4831042500000000|xor [0x0],rax
483106|xor [rsi],rax
483106|xor [rsi],rax
483107|xor [rdi],rax
483107|xor [rdi],rax
48310b|xor [rbx],rcx
48310b|xor [rbx],rcx
48310c24|xor [rsp],rcx
48310c24|xor [rsp],rcx
48310c2500000000|xor [0x0],rcx
48310c2500000000|xor [0x0],rcx
48310e|xor [rsi],rcx
48310e|xor [rsi],rcx
48310f|xor [rdi],rcx
48310f|xor [rdi],rcx
48311b|xor [rbx],rbx
48311b|xor [rbx],rbx
48311c24|xor [rsp],rbx
48311c24|xor [rsp],rbx
48311c2500000000|xor [0x0],rbx
48311c2500000000|xor [0x0],rbx
48311e|xor [rsi],rbx
48311e|xor [rsi],rbx
48311f|xor [rdi],rbx
48311f|xor [rdi],rbx
483123|xor [rbx],rsp
483123|xor [rbx],rsp
48312424|xor [rsp],rsp
48312424|xor [rsp],rsp
4831242500000000|xor [0x0],rsp
4831242500000000|xor [0x0],rsp
483126|xor [rsi],rsp
483126|xor [rsi],rsp
483127|xor [rdi],rsp
483127|xor [rdi],rsp
48312b|xor [rbx],rbp
48312b|xor [rbx],rbp
48312c24|xor [rsp],rbp
48312c24|xor [rsp],rbp
48312c2500000000|xor [0x0],rbp
48312c2500000000|xor [0x0],rbp
48312e|xor [rsi],rbp
48312e|xor [rsi],rbp
48312f|xor [rdi],rbp
48312f|xor [rdi],rbp
483133|xor [rbx],rsi
483133|xor [rbx],rsi
48313424|xor [rsp],rsi
48313424|xor [rsp],rsi
4831342500000000|xor [0x0],rsi
4831342500000000|xor [0x0],rsi
483136|xor [rsi],rsi
483136|xor [rsi],rsi
483137|xor [rdi],rsi
483137|xor [rdi],rsi
48313b|xor [rbx],rdi
48313b|xor [rbx],rdi
48313c24|xor [rsp],rdi
48313c24|xor [rsp],rdi
48313c2500000000|xor [0x0],rdi
48313c2500000000|xor [0x0],rdi
48313e|xor [rsi],rdi
48313e|xor [rsi],rdi
48313f|xor [rdi],rdi
48313f|xor [rdi],rdi
48314500|xor [rbp],rax
48314500|xor [rbp],rax
48314d00|xor [rbp],rcx
48314d00|xor [rbp],rcx
48315d00|xor [rbp],rbx
48315d00|xor [rbp],rbx
48316500|xor [rbp],rsp
48316500|xor [rbp],rsp
48316d00|xor [rbp],rbp
48316d00|xor [rbp],rbp
48317500|xor [rbp],rsi
48317500|xor [rbp],rsi
48317d00|xor [rbp],rdi
48317d00|xor [rbp],rdi
4831c0|xor rax,rax
4831c0|xor rax,rax
4831c1|xor rcx,rax
4831c1|xor rcx,rax
4831c3|xor rbx,rax
4831c3|xor rbx,rax
4831c4|xor rsp,rax
4831c4|xor rsp,rax
4831c5|xor rbp,rax
4831c5|xor rbp,rax
4831c6|xor rsi,rax
4831c6|xor rsi,rax
4831c7|xor rdi,rax
4831c7|xor rdi,rax
4831c8|xor rax,rcx
4831c8|xor rax,rcx
4831c9|xor rcx,rcx
4831c9|xor rcx,rcx
4831cb|xor rbx,rcx
4831cb|xor rbx,rcx
4831cc|xor rsp,rcx
4831cc|xor rsp,rcx
4831cd|xor rbp,rcx
4831cd|xor rbp,rcx
4831ce|xor rsi,rcx
4831ce|xor rsi,rcx
4831cf|xor rdi,rcx
4831cf|xor rdi,rcx
4831d8|xor rax,rbx
4831d8|xor rax,rbx
4831d9|xor rcx,rbx
4831d9|xor rcx,rbx
4831db|xor rbx,rbx
4831db|xor rbx,rbx
4831dc|xor rsp,rbx
4831dc|xor rsp,rbx
4831dd|xor rbp,rbx
4831dd|xor rbp,rbx
4831de|xor rsi,rbx
4831de|xor rsi,rbx
4831df|xor rdi,rbx
4831df|xor rdi,rbx
4831e0|xor rax,rsp
4831e0|xor rax,rsp
4831e1|xor rcx,rsp
4831e1|xor rcx,rsp
4831e3|xor rbx,rsp
4831e3|xor rbx,rsp
4831e4|xor rsp,rsp
4831e4|xor rsp,rsp
4831e5|xor rbp,rsp
4831e5|xor rbp,rsp
4831e6|xor rsi,rsp
4831e6|xor rsi,rsp
4831e7|xor rdi,rsp
4831e7|xor rdi,rsp
4831e8|xor rax,rbp
4831e8|xor rax,rbp
4831e9|xor rcx,rbp
4831e9|xor rcx,rbp
4831eb|xor rbx,rbp
4831eb|xor rbx,rbp
4831ec|xor rsp,rbp
4831ec|xor rsp,rbp
4831ed|xor rbp,rbp
4831ed|xor rbp,rbp
4831ee|xor rsi,rbp
4831ee|xor rsi,rbp
4831ef|xor rdi,rbp
4831ef|xor rdi,rbp
4831f0|xor rax,rsi
4831f0|xor rax,rsi
4831f1|xor rcx,rsi
4831f1|xor rcx,rsi
4831f3|xor rbx,rsi
4831f3|xor rbx,rsi
4831f4|xor rsp,rsi
4831f4|xor rsp,rsi
4831f5|xor rbp,rsi
4831f5|xor rbp,rsi
4831f6|xor rsi,rsi
4831f6|xor rsi,rsi
4831f7|xor rdi,rsi
4831f7|xor rdi,rsi
4831f8|xor rax,rdi
4831f8|xor rax,rdi
4831f9|xor rcx,rdi
4831f9|xor rcx,rdi
4831fb|xor rbx,rdi
4831fb|xor rbx,rdi
4831fc|xor rsp,rdi
4831fc|xor rsp,rdi
4831fd|xor rbp,rdi
4831fd|xor rbp,rdi
4831fe|xor rsi,rdi
4831fe|xor rsi,rdi
4831ff|xor rdi,rdi
4831ff|xor rdi,rdi
483303|xor rax,[rbx]
483303|xor rax,[rbx]
48330424|xor rax,[rsp]
48330424|xor rax,[rsp]
4833042500000000|xor rax,[0x0]
4833042500000000|xor rax,[0x0]
483306|xor rax,[rsi]
483306|xor rax,[rsi]
483307|xor rax,[rdi]
483307|xor rax,[rdi]
48330b|xor rcx,[rbx]
48330b|xor rcx,[rbx]
48330c24|xor rcx,[rsp]
48330c24|xor rcx,[rsp]
48330c2500000000|xor rcx,[0x0]
48330c2500000000|xor rcx,[0x0]
48330e|xor rcx,[rsi]
48330e|xor rcx,[rsi]
48330f|xor rcx,[rdi]
48330f|xor rcx,[rdi]
48331b|xor rbx,[rbx]
48331b|xor rbx,[rbx]
48331c24|xor rbx,[rsp]
48331c24|xor rbx,[rsp]
48331c2500000000|xor rbx,[0x0]
48331c2500000000|xor rbx,[0x0]
48331e|xor rbx,[rsi]
48331e|xor rbx,[rsi]
48331f|xor rbx,[rdi]
48331f|xor rbx,[rdi]
483323|xor rsp,[rbx]
483323|xor rsp,[rbx]
48332424|xor rsp,[rsp]
48332424|xor rsp,[rsp]
4833242500000000|xor rsp,[0x0]
4833242500000000|xor rsp,[0x0]
483326|xor rsp,[rsi]
483326|xor rsp,[rsi]
483327|xor rsp,[rdi]
483327|xor rsp,[rdi]
48332b|xor rbp,[rbx]
48332b|xor rbp,[rbx]
48332c24|xor rbp,[rsp]
48332c24|xor rbp,[rsp]
48332c2500000000|xor rbp,[0x0]
48332c2500000000|xor rbp,[0x0]
48332e|xor rbp,[rsi]
48332e|xor rbp,[rsi]
48332f|xor rbp,[rdi]
48332f|xor rbp,[rdi]
483333|xor rsi,[rbx]
483333|xor rsi,[rbx]
48333424|xor rsi,[rsp]
48333424|xor rsi,[rsp]
4833342500000000|xor rsi,[0x0]
4833342500000000|xor rsi,[0x0]
483336|xor rsi,[rsi]
483336|xor rsi,[rsi]
483337|xor rsi,[rdi]
483337|xor rsi,[rdi]
48333b|xor rdi,[rbx]
48333b|xor rdi,[rbx]
48333c24|xor rdi,[rsp]
48333c24|xor rdi,[rsp]
48333c2500000000|xor rdi,[0x0]
48333c2500000000|xor rdi,[0x0]
48333e|xor rdi,[rsi]
48333e|xor rdi,[rsi]
48333f|xor rdi,[rdi]
48333f|xor rdi,[rdi]
48334500|xor rax,[rbp]
48334500|xor rax,[rbp]
48334d00|xor rcx,[rbp]
48334d00|xor rcx,[rbp]
48335d00|xor rbx,[rbp]
48335d00|xor rbx,[rbp]
48336500|xor rsp,[rbp]
48336500|xor rsp,[rbp]
48336d00|xor rbp,[rbp]
48336d00|xor rbp,[rbp]
48337500|xor rsi,[rbp]
48337500|xor rsi,[rbp]
48337d00|xor rdi,[rbp]
48337d00|xor rdi,[rbp]
483903|cmp [rbx],rax
48390424|cmp [rsp],rax
4839042500000000|cmp [0x0],rax
483906|cmp [rsi],rax
483907|cmp [rdi],rax
48390b|cmp [rbx],rcx
48390c24|cmp [rsp],rcx
48390c2500000000|cmp [0x0],rcx
48390e|cmp [rsi],rcx
48390f|cmp [rdi],rcx
48391b|cmp [rbx],rbx
48391c24|cmp [rsp],rbx
48391c2500000000|cmp [0x0],rbx
48391e|cmp [rsi],rbx
48391f|cmp [rdi],rbx
483923|cmp [rbx],rsp
48392424|cmp [rsp],rsp
4839242500000000|cmp [0x0],rsp
483926|cmp [rsi],rsp
483927|cmp [rdi],rsp
48392b|cmp [rbx],rbp
48392c24|cmp [rsp],rbp
48392c2500000000|cmp [0x0],rbp
48392e|cmp [rsi],rbp
48392f|cmp [rdi],rbp
483933|cmp [rbx],rsi
48393424|cmp [rsp],rsi
4839342500000000|cmp [0x0],rsi
483936|cmp [rsi],rsi
483937|cmp [rdi],rsi
48393b|cmp [rbx],rdi
48393c24|cmp [rsp],rdi
48393c2500000000|cmp [0x0],rdi
48393e|cmp [rsi],rdi
48393f|cmp [rdi],rdi
48394500|cmp [rbp],rax
48394d00|cmp [rbp],rcx
48395d00|cmp [rbp],rbx
48396500|cmp [rbp],rsp
48396d00|cmp [rbp],rbp
48397500|cmp [rbp],rsi
48397d00|cmp [rbp],rdi
4839c0|cmp rax,rax
4839c1|cmp rcx,rax
4839c3|cmp rbx,rax
4839c4|cmp rsp,rax
4839c5|cmp rbp,rax
4839c6|cmp rsi,rax
4839c7|cmp rdi,rax
4839c8|cmp rax,rcx
4839c9|cmp rcx,rcx
4839cb|cmp rbx,rcx
4839cc|cmp rsp,rcx
4839cd|cmp rbp,rcx
4839ce|cmp rsi,rcx
4839cf|cmp rdi,rcx
4839d8|cmp rax,rbx
4839d9|cmp rcx,rbx
4839db|cmp rbx,rbx
4839dc|cmp rsp,rbx
4839dd|cmp rbp,rbx
4839de|cmp rsi,rbx
4839df|cmp rdi,rbx
4839e0|cmp rax,rsp
4839e1|cmp rcx,rsp
4839e3|cmp rbx,rsp
4839e4|cmp rsp,rsp
4839e5|cmp rbp,rsp
4839e6|cmp rsi,rsp
4839e7|cmp rdi,rsp
4839e8|cmp rax,rbp
4839e9|cmp rcx,rbp
4839eb|cmp rbx,rbp
4839ec|cmp rsp,rbp
4839ed|cmp rbp,rbp
